ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
2009798, 01-DEC-2017 00:00,2017,December,1,Friday,0,49,QVM-Therry St (South),74
2009799, 01-DEC-2017 00:00,2017,December,1,Friday,0,50,Faraday St-Lygon St (West),156
2009800, 01-DEC-2017 00:00,2017,December,1,Friday,0,51,QVM-Franklin St (North),33
2009801, 01-DEC-2017 00:00,2017,December,1,Friday,0,52,Elizabeth St-Lonsdale St (South),99
2009802, 01-DEC-2017 01:00,2017,December,1,Friday,1,4,Town Hall (West),186
2009803, 01-DEC-2017 01:00,2017,December,1,Friday,1,17,Collins Place (South),39
2009804, 01-DEC-2017 01:00,2017,December,1,Friday,1,18,Collins Place (North),16
2009805, 01-DEC-2017 01:00,2017,December,1,Friday,1,16,Australia on Collins,51
2009806, 01-DEC-2017 01:00,2017,December,1,Friday,1,2,Bourke Street Mall (South),78
2009807, 01-DEC-2017 01:00,2017,December,1,Friday,1,1,Bourke Street Mall (North),108
2009808, 01-DEC-2017 01:00,2017,December,1,Friday,1,3,Melbourne Central,308
2009809, 01-DEC-2017 01:00,2017,December,1,Friday,1,15,State Library,116
2009810, 01-DEC-2017 01:00,2017,December,1,Friday,1,9,Southern Cross Station,33
2009811, 01-DEC-2017 01:00,2017,December,1,Friday,1,10,Victoria Point,10
2009812, 01-DEC-2017 01:00,2017,December,1,Friday,1,12,New Quay,40
2009813, 01-DEC-2017 01:00,2017,December,1,Friday,1,11,Waterfront City,24
2009814, 01-DEC-2017 01:00,2017,December,1,Friday,1,8,Webb Bridge,13
2009815, 01-DEC-2017 01:00,2017,December,1,Friday,1,7,Birrarung Marr,40
2009816, 01-DEC-2017 01:00,2017,December,1,Friday,1,5,Princes Bridge,169
2009817, 01-DEC-2017 01:00,2017,December,1,Friday,1,6,Flinders Street Station Underpass,108
2009818, 01-DEC-2017 01:00,2017,December,1,Friday,1,14,Sandridge Bridge,48
2009819, 01-DEC-2017 01:00,2017,December,1,Friday,1,26,QV Market-Elizabeth St (West),121
2009820, 01-DEC-2017 01:00,2017,December,1,Friday,1,24,Spencer St-Collins St (North),95
2009821, 01-DEC-2017 01:00,2017,December,1,Friday,1,23,Spencer St-Collins St (South),37
2009822, 01-DEC-2017 01:00,2017,December,1,Friday,1,25,Melbourne Convention Exhibition Centre,60
2009823, 01-DEC-2017 01:00,2017,December,1,Friday,1,21,Bourke St-Russell St (West),303
2009824, 01-DEC-2017 01:00,2017,December,1,Friday,1,20,Chinatown-Lt Bourke St (South),117
2009825, 01-DEC-2017 01:00,2017,December,1,Friday,1,19,Chinatown-Swanston St (North),143
2009826, 01-DEC-2017 01:00,2017,December,1,Friday,1,22,Flinders St-Elizabeth St (East),241
2009827, 01-DEC-2017 01:00,2017,December,1,Friday,1,27,QV Market-Peel St,19
2009828, 01-DEC-2017 01:00,2017,December,1,Friday,1,28,The Arts Centre,48
2009829, 01-DEC-2017 01:00,2017,December,1,Friday,1,31,Lygon St (West),37
2009830, 01-DEC-2017 01:00,2017,December,1,Friday,1,33,Flinders St-Spring St (West),7
2009831, 01-DEC-2017 01:00,2017,December,1,Friday,1,34,Flinders St-Spark La,23
2009832, 01-DEC-2017 01:00,2017,December,1,Friday,1,37,Lygon St (East),22
2009833, 01-DEC-2017 01:00,2017,December,1,Friday,1,40,Lonsdale St-Spring St (West),28
2009834, 01-DEC-2017 01:00,2017,December,1,Friday,1,36,Queen St (West),47
2009835, 01-DEC-2017 01:00,2017,December,1,Friday,1,29,St Kilda Rd-Alexandra Gardens,35
2009836, 01-DEC-2017 01:00,2017,December,1,Friday,1,42,Grattan St-Swanston St (West),8
2009837, 01-DEC-2017 01:00,2017,December,1,Friday,1,43,Monash Rd-Swanston St (West),2
2009838, 01-DEC-2017 01:00,2017,December,1,Friday,1,44,Tin Alley-Swanston St (West),4
2009839, 01-DEC-2017 01:00,2017,December,1,Friday,1,35,Southbank,191
2009840, 01-DEC-2017 01:00,2017,December,1,Friday,1,45,Little Collins St-Swanston St (East),183
2009841, 01-DEC-2017 01:00,2017,December,1,Friday,1,41,Flinders La-Swanston St (West),279
2009842, 01-DEC-2017 01:00,2017,December,1,Friday,1,46,Pelham St (S),4
2009843, 01-DEC-2017 01:00,2017,December,1,Friday,1,47,Melbourne Central-Elizabeth St (East),146
2009844, 01-DEC-2017 01:00,2017,December,1,Friday,1,48,QVM-Queen St (East),39
2009845, 01-DEC-2017 01:00,2017,December,1,Friday,1,49,QVM-Therry St (South),63
2009846, 01-DEC-2017 01:00,2017,December,1,Friday,1,50,Faraday St-Lygon St (West),37
2009847, 01-DEC-2017 01:00,2017,December,1,Friday,1,51,QVM-Franklin St (North),19
2009848, 01-DEC-2017 01:00,2017,December,1,Friday,1,52,Elizabeth St-Lonsdale St (South),54
2009849, 01-DEC-2017 02:00,2017,December,1,Friday,2,4,Town Hall (West),99
2009850, 01-DEC-2017 02:00,2017,December,1,Friday,2,17,Collins Place (South),29
2009851, 01-DEC-2017 02:00,2017,December,1,Friday,2,18,Collins Place (North),6
2009852, 01-DEC-2017 02:00,2017,December,1,Friday,2,16,Australia on Collins,40
2009853, 01-DEC-2017 02:00,2017,December,1,Friday,2,2,Bourke Street Mall (South),25
2009854, 01-DEC-2017 02:00,2017,December,1,Friday,2,1,Bourke Street Mall (North),60
2009855, 01-DEC-2017 02:00,2017,December,1,Friday,2,3,Melbourne Central,184
2009856, 01-DEC-2017 02:00,2017,December,1,Friday,2,15,State Library,70
2009857, 01-DEC-2017 02:00,2017,December,1,Friday,2,9,Southern Cross Station,6
2009858, 01-DEC-2017 02:00,2017,December,1,Friday,2,10,Victoria Point,2
2009859, 01-DEC-2017 02:00,2017,December,1,Friday,2,12,New Quay,16
2009860, 01-DEC-2017 02:00,2017,December,1,Friday,2,11,Waterfront City,4
2009861, 01-DEC-2017 02:00,2017,December,1,Friday,2,8,Webb Bridge,11
2009862, 01-DEC-2017 02:00,2017,December,1,Friday,2,7,Birrarung Marr,28
2009863, 01-DEC-2017 02:00,2017,December,1,Friday,2,5,Princes Bridge,60
2009864, 01-DEC-2017 02:00,2017,December,1,Friday,2,6,Flinders Street Station Underpass,78
2009865, 01-DEC-2017 02:00,2017,December,1,Friday,2,14,Sandridge Bridge,25
2009866, 01-DEC-2017 02:00,2017,December,1,Friday,2,26,QV Market-Elizabeth St (West),127
2009867, 01-DEC-2017 02:00,2017,December,1,Friday,2,24,Spencer St-Collins St (North),38
2009868, 01-DEC-2017 02:00,2017,December,1,Friday,2,23,Spencer St-Collins St (South),14
2009869, 01-DEC-2017 02:00,2017,December,1,Friday,2,25,Melbourne Convention Exhibition Centre,39
2009870, 01-DEC-2017 02:00,2017,December,1,Friday,2,21,Bourke St-Russell St (West),221
2009871, 01-DEC-2017 02:00,2017,December,1,Friday,2,20,Chinatown-Lt Bourke St (South),62
2009872, 01-DEC-2017 02:00,2017,December,1,Friday,2,19,Chinatown-Swanston St (North),120
2009873, 01-DEC-2017 02:00,2017,December,1,Friday,2,22,Flinders St-Elizabeth St (East),183
2009874, 01-DEC-2017 02:00,2017,December,1,Friday,2,27,QV Market-Peel St,10
2009875, 01-DEC-2017 02:00,2017,December,1,Friday,2,28,The Arts Centre,28
2009876, 01-DEC-2017 02:00,2017,December,1,Friday,2,31,Lygon St (West),32
2009877, 01-DEC-2017 02:00,2017,December,1,Friday,2,33,Flinders St-Spring St (West),5
2009878, 01-DEC-2017 02:00,2017,December,1,Friday,2,34,Flinders St-Spark La,25
2009879, 01-DEC-2017 02:00,2017,December,1,Friday,2,37,Lygon St (East),5
2009880, 01-DEC-2017 02:00,2017,December,1,Friday,2,40,Lonsdale St-Spring St (West),16
2009881, 01-DEC-2017 02:00,2017,December,1,Friday,2,36,Queen St (West),29
2009882, 01-DEC-2017 02:00,2017,December,1,Friday,2,29,St Kilda Rd-Alexandra Gardens,17
2009883, 01-DEC-2017 02:00,2017,December,1,Friday,2,42,Grattan St-Swanston St (West),5
2009884, 01-DEC-2017 02:00,2017,December,1,Friday,2,43,Monash Rd-Swanston St (West),1
2009885, 01-DEC-2017 02:00,2017,December,1,Friday,2,44,Tin Alley-Swanston St (West),2
2009886, 01-DEC-2017 02:00,2017,December,1,Friday,2,35,Southbank,66
2009887, 01-DEC-2017 02:00,2017,December,1,Friday,2,45,Little Collins St-Swanston St (East),82
2009888, 01-DEC-2017 02:00,2017,December,1,Friday,2,41,Flinders La-Swanston St (West),132
2009889, 01-DEC-2017 02:00,2017,December,1,Friday,2,46,Pelham St (S),10
2009890, 01-DEC-2017 02:00,2017,December,1,Friday,2,47,Melbourne Central-Elizabeth St (East),99
2009891, 01-DEC-2017 02:00,2017,December,1,Friday,2,48,QVM-Queen St (East),16
2009892, 01-DEC-2017 02:00,2017,December,1,Friday,2,49,QVM-Therry St (South),42
2009893, 01-DEC-2017 02:00,2017,December,1,Friday,2,50,Faraday St-Lygon St (West),32
2009894, 01-DEC-2017 02:00,2017,December,1,Friday,2,51,QVM-Franklin St (North),14
2009895, 01-DEC-2017 02:00,2017,December,1,Friday,2,52,Elizabeth St-Lonsdale St (South),40
2009896, 01-DEC-2017 03:00,2017,December,1,Friday,3,4,Town Hall (West),88
2009897, 01-DEC-2017 03:00,2017,December,1,Friday,3,17,Collins Place (South),12
2009898, 01-DEC-2017 03:00,2017,December,1,Friday,3,18,Collins Place (North),4
2009899, 01-DEC-2017 03:00,2017,December,1,Friday,3,16,Australia on Collins,11
2009900, 01-DEC-2017 03:00,2017,December,1,Friday,3,2,Bourke Street Mall (South),31
2009901, 01-DEC-2017 03:00,2017,December,1,Friday,3,1,Bourke Street Mall (North),71
2009902, 01-DEC-2017 03:00,2017,December,1,Friday,3,3,Melbourne Central,148
2009903, 01-DEC-2017 03:00,2017,December,1,Friday,3,15,State Library,24
2009904, 01-DEC-2017 03:00,2017,December,1,Friday,3,9,Southern Cross Station,14
2009905, 01-DEC-2017 03:00,2017,December,1,Friday,3,10,Victoria Point,13
2009906, 01-DEC-2017 03:00,2017,December,1,Friday,3,12,New Quay,14
2009907, 01-DEC-2017 03:00,2017,December,1,Friday,3,11,Waterfront City,6
2009908, 01-DEC-2017 03:00,2017,December,1,Friday,3,8,Webb Bridge,5
2009909, 01-DEC-2017 03:00,2017,December,1,Friday,3,7,Birrarung Marr,15
2009910, 01-DEC-2017 03:00,2017,December,1,Friday,3,5,Princes Bridge,85
2009911, 01-DEC-2017 03:00,2017,December,1,Friday,3,6,Flinders Street Station Underpass,52
2009912, 01-DEC-2017 03:00,2017,December,1,Friday,3,14,Sandridge Bridge,15
2009913, 01-DEC-2017 03:00,2017,December,1,Friday,3,26,QV Market-Elizabeth St (West),60
2009914, 01-DEC-2017 03:00,2017,December,1,Friday,3,24,Spencer St-Collins St (North),61
2009915, 01-DEC-2017 03:00,2017,December,1,Friday,3,23,Spencer St-Collins St (South),17
2009916, 01-DEC-2017 03:00,2017,December,1,Friday,3,25,Melbourne Convention Exhibition Centre,23
2009917, 01-DEC-2017 03:00,2017,December,1,Friday,3,21,Bourke St-Russell St (West),235
2009918, 01-DEC-2017 03:00,2017,December,1,Friday,3,20,Chinatown-Lt Bourke St (South),96
2009919, 01-DEC-2017 03:00,2017,December,1,Friday,3,19,Chinatown-Swanston St (North),27
2009920, 01-DEC-2017 03:00,2017,December,1,Friday,3,22,Flinders St-Elizabeth St (East),80
2009921, 01-DEC-2017 03:00,2017,December,1,Friday,3,27,QV Market-Peel St,12
2009922, 01-DEC-2017 03:00,2017,December,1,Friday,3,28,The Arts Centre,43
2009923, 01-DEC-2017 03:00,2017,December,1,Friday,3,31,Lygon St (West),14
2009924, 01-DEC-2017 03:00,2017,December,1,Friday,3,33,Flinders St-Spring St (West),2
2009925, 01-DEC-2017 03:00,2017,December,1,Friday,3,34,Flinders St-Spark La,5
2009926, 01-DEC-2017 03:00,2017,December,1,Friday,3,37,Lygon St (East),3
2009927, 01-DEC-2017 03:00,2017,December,1,Friday,3,40,Lonsdale St-Spring St (West),10
2009928, 01-DEC-2017 03:00,2017,December,1,Friday,3,36,Queen St (West),19
2009929, 01-DEC-2017 03:00,2017,December,1,Friday,3,29,St Kilda Rd-Alexandra Gardens,23
2009930, 01-DEC-2017 03:00,2017,December,1,Friday,3,42,Grattan St-Swanston St (West),10
2009931, 01-DEC-2017 03:00,2017,December,1,Friday,3,43,Monash Rd-Swanston St (West),0
2009932, 01-DEC-2017 03:00,2017,December,1,Friday,3,44,Tin Alley-Swanston St (West),0
2009933, 01-DEC-2017 03:00,2017,December,1,Friday,3,35,Southbank,70
2009934, 01-DEC-2017 03:00,2017,December,1,Friday,3,45,Little Collins St-Swanston St (East),72
2009935, 01-DEC-2017 03:00,2017,December,1,Friday,3,41,Flinders La-Swanston St (West),121
2009936, 01-DEC-2017 03:00,2017,December,1,Friday,3,46,Pelham St (S),0
2009937, 01-DEC-2017 03:00,2017,December,1,Friday,3,47,Melbourne Central-Elizabeth St (East),63
2009938, 01-DEC-2017 03:00,2017,December,1,Friday,3,48,QVM-Queen St (East),22
2009939, 01-DEC-2017 03:00,2017,December,1,Friday,3,49,QVM-Therry St (South),17
2009940, 01-DEC-2017 03:00,2017,December,1,Friday,3,50,Faraday St-Lygon St (West),14
2009941, 01-DEC-2017 03:00,2017,December,1,Friday,3,51,QVM-Franklin St (North),14
2009942, 01-DEC-2017 03:00,2017,December,1,Friday,3,52,Elizabeth St-Lonsdale St (South),20
2009943, 01-DEC-2017 04:00,2017,December,1,Friday,4,4,Town Hall (West),61
2009944, 01-DEC-2017 04:00,2017,December,1,Friday,4,17,Collins Place (South),18
2009945, 01-DEC-2017 04:00,2017,December,1,Friday,4,18,Collins Place (North),15
2009946, 01-DEC-2017 04:00,2017,December,1,Friday,4,16,Australia on Collins,24
2009947, 01-DEC-2017 04:00,2017,December,1,Friday,4,2,Bourke Street Mall (South),14
2009948, 01-DEC-2017 04:00,2017,December,1,Friday,4,1,Bourke Street Mall (North),29
2009949, 01-DEC-2017 04:00,2017,December,1,Friday,4,3,Melbourne Central,77
2009950, 01-DEC-2017 04:00,2017,December,1,Friday,4,15,State Library,26
2009951, 01-DEC-2017 04:00,2017,December,1,Friday,4,9,Southern Cross Station,14
2009952, 01-DEC-2017 04:00,2017,December,1,Friday,4,10,Victoria Point,4
2009953, 01-DEC-2017 04:00,2017,December,1,Friday,4,12,New Quay,2
2009954, 01-DEC-2017 04:00,2017,December,1,Friday,4,11,Waterfront City,0
2009955, 01-DEC-2017 04:00,2017,December,1,Friday,4,8,Webb Bridge,1
2009956, 01-DEC-2017 04:00,2017,December,1,Friday,4,7,Birrarung Marr,18
2009957, 01-DEC-2017 04:00,2017,December,1,Friday,4,5,Princes Bridge,90
2009958, 01-DEC-2017 04:00,2017,December,1,Friday,4,6,Flinders Street Station Underpass,81
2009959, 01-DEC-2017 04:00,2017,December,1,Friday,4,14,Sandridge Bridge,41
2009960, 01-DEC-2017 04:00,2017,December,1,Friday,4,26,QV Market-Elizabeth St (West),52
2009961, 01-DEC-2017 04:00,2017,December,1,Friday,4,24,Spencer St-Collins St (North),35
2009962, 01-DEC-2017 04:00,2017,December,1,Friday,4,23,Spencer St-Collins St (South),16
2009963, 01-DEC-2017 04:00,2017,December,1,Friday,4,25,Melbourne Convention Exhibition Centre,15
2009964, 01-DEC-2017 04:00,2017,December,1,Friday,4,21,Bourke St-Russell St (West),146
2009965, 01-DEC-2017 04:00,2017,December,1,Friday,4,20,Chinatown-Lt Bourke St (South),65
2009966, 01-DEC-2017 04:00,2017,December,1,Friday,4,19,Chinatown-Swanston St (North),15
2009967, 01-DEC-2017 04:00,2017,December,1,Friday,4,22,Flinders St-Elizabeth St (East),89
2009968, 01-DEC-2017 04:00,2017,December,1,Friday,4,27,QV Market-Peel St,4
2009969, 01-DEC-2017 04:00,2017,December,1,Friday,4,28,The Arts Centre,61
2009970, 01-DEC-2017 04:00,2017,December,1,Friday,4,31,Lygon St (West),2
2009971, 01-DEC-2017 04:00,2017,December,1,Friday,4,33,Flinders St-Spring St (West),6
2009972, 01-DEC-2017 04:00,2017,December,1,Friday,4,34,Flinders St-Spark La,12
2009973, 01-DEC-2017 04:00,2017,December,1,Friday,4,37,Lygon St (East),4
2009974, 01-DEC-2017 04:00,2017,December,1,Friday,4,40,Lonsdale St-Spring St (West),13
2009975, 01-DEC-2017 04:00,2017,December,1,Friday,4,36,Queen St (West),4
2009976, 01-DEC-2017 04:00,2017,December,1,Friday,4,29,St Kilda Rd-Alexandra Gardens,23
2009977, 01-DEC-2017 04:00,2017,December,1,Friday,4,42,Grattan St-Swanston St (West),25
2009978, 01-DEC-2017 04:00,2017,December,1,Friday,4,43,Monash Rd-Swanston St (West),0
2009979, 01-DEC-2017 04:00,2017,December,1,Friday,4,44,Tin Alley-Swanston St (West),0
2009980, 01-DEC-2017 04:00,2017,December,1,Friday,4,35,Southbank,61
2009981, 01-DEC-2017 04:00,2017,December,1,Friday,4,45,Little Collins St-Swanston St (East),31
2009982, 01-DEC-2017 04:00,2017,December,1,Friday,4,41,Flinders La-Swanston St (West),116
2009983, 01-DEC-2017 04:00,2017,December,1,Friday,4,46,Pelham St (S),7
2009984, 01-DEC-2017 04:00,2017,December,1,Friday,4,47,Melbourne Central-Elizabeth St (East),88
2009985, 01-DEC-2017 04:00,2017,December,1,Friday,4,48,QVM-Queen St (East),5
2009986, 01-DEC-2017 04:00,2017,December,1,Friday,4,49,QVM-Therry St (South),12
2009987, 01-DEC-2017 04:00,2017,December,1,Friday,4,50,Faraday St-Lygon St (West),2
2009988, 01-DEC-2017 04:00,2017,December,1,Friday,4,51,QVM-Franklin St (North),5
2009989, 01-DEC-2017 04:00,2017,December,1,Friday,4,52,Elizabeth St-Lonsdale St (South),17
2009990, 01-DEC-2017 05:00,2017,December,1,Friday,5,4,Town Hall (West),103
2009991, 01-DEC-2017 05:00,2017,December,1,Friday,5,17,Collins Place (South),68
2009992, 01-DEC-2017 05:00,2017,December,1,Friday,5,18,Collins Place (North),32
2009993, 01-DEC-2017 05:00,2017,December,1,Friday,5,16,Australia on Collins,34
2009994, 01-DEC-2017 05:00,2017,December,1,Friday,5,2,Bourke Street Mall (South),32
2009995, 01-DEC-2017 05:00,2017,December,1,Friday,5,1,Bourke Street Mall (North),48
2009996, 01-DEC-2017 05:00,2017,December,1,Friday,5,3,Melbourne Central,77
2009997, 01-DEC-2017 05:00,2017,December,1,Friday,5,15,State Library,32
2009998, 01-DEC-2017 05:00,2017,December,1,Friday,5,9,Southern Cross Station,118
2009999, 01-DEC-2017 05:00,2017,December,1,Friday,5,10,Victoria Point,16
2010000, 01-DEC-2017 05:00,2017,December,1,Friday,5,12,New Quay,10
2010001, 01-DEC-2017 05:00,2017,December,1,Friday,5,11,Waterfront City,8
2010002, 01-DEC-2017 05:00,2017,December,1,Friday,5,8,Webb Bridge,34
2010003, 01-DEC-2017 05:00,2017,December,1,Friday,5,7,Birrarung Marr,68
2010004, 01-DEC-2017 05:00,2017,December,1,Friday,5,5,Princes Bridge,151
2010005, 01-DEC-2017 05:00,2017,December,1,Friday,5,6,Flinders Street Station Underpass,225
2010006, 01-DEC-2017 05:00,2017,December,1,Friday,5,14,Sandridge Bridge,80
2010007, 01-DEC-2017 05:00,2017,December,1,Friday,5,26,QV Market-Elizabeth St (West),83
2010008, 01-DEC-2017 05:00,2017,December,1,Friday,5,24,Spencer St-Collins St (North),237
2010009, 01-DEC-2017 05:00,2017,December,1,Friday,5,23,Spencer St-Collins St (South),62
2010010, 01-DEC-2017 05:00,2017,December,1,Friday,5,25,Melbourne Convention Exhibition Centre,79
2010011, 01-DEC-2017 05:00,2017,December,1,Friday,5,21,Bourke St-Russell St (West),65
2010012, 01-DEC-2017 05:00,2017,December,1,Friday,5,20,Chinatown-Lt Bourke St (South),24
2010013, 01-DEC-2017 05:00,2017,December,1,Friday,5,19,Chinatown-Swanston St (North),23
2010014, 01-DEC-2017 05:00,2017,December,1,Friday,5,22,Flinders St-Elizabeth St (East),196
2010015, 01-DEC-2017 05:00,2017,December,1,Friday,5,27,QV Market-Peel St,8
2010016, 01-DEC-2017 05:00,2017,December,1,Friday,5,28,The Arts Centre,84
2010017, 01-DEC-2017 05:00,2017,December,1,Friday,5,31,Lygon St (West),25
2010018, 01-DEC-2017 05:00,2017,December,1,Friday,5,33,Flinders St-Spring St (West),19
2010019, 01-DEC-2017 05:00,2017,December,1,Friday,5,34,Flinders St-Spark La,38
2010020, 01-DEC-2017 05:00,2017,December,1,Friday,5,37,Lygon St (East),17
2010021, 01-DEC-2017 05:00,2017,December,1,Friday,5,40,Lonsdale St-Spring St (West),37
2010022, 01-DEC-2017 05:00,2017,December,1,Friday,5,36,Queen St (West),16
2010023, 01-DEC-2017 05:00,2017,December,1,Friday,5,29,St Kilda Rd-Alexandra Gardens,37
2010024, 01-DEC-2017 05:00,2017,December,1,Friday,5,42,Grattan St-Swanston St (West),17
2010025, 01-DEC-2017 05:00,2017,December,1,Friday,5,43,Monash Rd-Swanston St (West),6
2010026, 01-DEC-2017 05:00,2017,December,1,Friday,5,44,Tin Alley-Swanston St (West),3
2010027, 01-DEC-2017 05:00,2017,December,1,Friday,5,35,Southbank,169
2010028, 01-DEC-2017 05:00,2017,December,1,Friday,5,45,Little Collins St-Swanston St (East),60
2010029, 01-DEC-2017 05:00,2017,December,1,Friday,5,41,Flinders La-Swanston St (West),202
2010030, 01-DEC-2017 05:00,2017,December,1,Friday,5,46,Pelham St (S),6
2010031, 01-DEC-2017 05:00,2017,December,1,Friday,5,47,Melbourne Central-Elizabeth St (East),102
2010032, 01-DEC-2017 05:00,2017,December,1,Friday,5,48,QVM-Queen St (East),21
2010033, 01-DEC-2017 05:00,2017,December,1,Friday,5,49,QVM-Therry St (South),29
2010034, 01-DEC-2017 05:00,2017,December,1,Friday,5,50,Faraday St-Lygon St (West),25
2010035, 01-DEC-2017 05:00,2017,December,1,Friday,5,51,QVM-Franklin St (North),4
2010036, 01-DEC-2017 05:00,2017,December,1,Friday,5,52,Elizabeth St-Lonsdale St (South),29
2010037, 01-DEC-2017 06:00,2017,December,1,Friday,6,4,Town Hall (West),208
2010038, 01-DEC-2017 06:00,2017,December,1,Friday,6,17,Collins Place (South),202
2010039, 01-DEC-2017 06:00,2017,December,1,Friday,6,18,Collins Place (North),133
2010040, 01-DEC-2017 06:00,2017,December,1,Friday,6,16,Australia on Collins,81
2010041, 01-DEC-2017 06:00,2017,December,1,Friday,6,2,Bourke Street Mall (South),108
2010042, 01-DEC-2017 06:00,2017,December,1,Friday,6,1,Bourke Street Mall (North),159
2010043, 01-DEC-2017 06:00,2017,December,1,Friday,6,3,Melbourne Central,189
2010044, 01-DEC-2017 06:00,2017,December,1,Friday,6,15,State Library,88
2010045, 01-DEC-2017 06:00,2017,December,1,Friday,6,9,Southern Cross Station,529
2010046, 01-DEC-2017 06:00,2017,December,1,Friday,6,10,Victoria Point,76
2010047, 01-DEC-2017 06:00,2017,December,1,Friday,6,12,New Quay,70
2010048, 01-DEC-2017 06:00,2017,December,1,Friday,6,11,Waterfront City,25
2010049, 01-DEC-2017 06:00,2017,December,1,Friday,6,8,Webb Bridge,111
2010050, 01-DEC-2017 06:00,2017,December,1,Friday,6,7,Birrarung Marr,170
2010051, 01-DEC-2017 06:00,2017,December,1,Friday,6,5,Princes Bridge,359
2010052, 01-DEC-2017 06:00,2017,December,1,Friday,6,6,Flinders Street Station Underpass,873
